Sequela Name,Health State Name,Health State Lay Description,Mean,Lower,Upper
Degenerative mitral valve disease after valve intervention,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Asymptomatic degenerative mitral valve disease,Asymptomatic,,0,0,0
Mild heart failure due to other non-rheumatic valve disease,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to other non-rheumatic valve disease,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to other non-rheumatic valve disease,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"Controlled, medically managed heart failure due to other non-rheumatic valve disease",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Acute myocarditis,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Mild heart failure due to myocarditis,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to myocarditis,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to myocarditis,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"Controlled, medically managed heart failure due to myocarditis",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Mild heart failure due to alcoholic cardiomyopathy,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to alcoholic cardiomyopathy,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to alcoholic cardiomyopathy,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"Controlled, medically managed heart failure due to alcoholic cardiomyopathy",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Mild heart failure due to other cardiomyopathy,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to other cardiomyopathy,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to other cardiomyopathy,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"Controlled, medically managed heart failure due to other cardiomyopathy",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Pulmonary arterial hypertension with no heart failure,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440831,0.006194748,0.022708943
Mild heart failure due to Pulmonary Arterial Hypertension,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to Pulmonary Arterial Hypertension,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to Pulmonary Arterial Hypertension,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"Controlled, medically managed heart failure due to Pulmonary Arterial Hypertension",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Symptomatic atrial fibrillation with asymptomatic heart failure,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Symptomatic atrial fibrilation with mild heart failure,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Symptomatic atrial fibrilation with moderate heart failure,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Symptomatic atrial fibrillation with severe heart failure,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
Symptomatic atrial fibrillation with no heart failure,Cardiac conduction disorders and cardiac dysrhythmias,has periods of rapid and irregular heartbeats and occasional fainting. ,0.224156355,0.150973523,0.312090852
Asymptomatic atrial fibrillation and flutter,Asymptomatic,,0,0,0
Symptomatic claudication due to peripheral arterial disease,Claudication,has cramping pains in the legs after walking a medium distance. The pain goes away after a short rest.,0.014185251,0.00678562,0.025297475
